WINDOW size=1936x1056
ELEMENTS=116
[0] ControlType.Custom | name='' | id='' | en=True | off=False
[64] ControlType.Text | name='—' | id='' | en=True | off=False
[65] ControlType.Custom | name='Item: Taadol.Views.PersonItem, Column Display Index: 8' | id='' | en=True | off=False
[66] ControlType.Text | name='' | id='' | en=True | off=False
[67] ControlType.Custom | name='Item: Taadol.Views.PersonItem, Column Display Index: 9' | id='' | en=True | off=False
[68] ControlType.Text | name=' بی حساب' | id='' | en=True | off=False
[69] ControlType.Custom | name='' | id='PaginationBar' | en=True | off=False
[70] ControlType.Button | name='' | id='' | en=True | off=False
[71] ControlType.List | name='' | id='PageButtonsItemsControl' | en=True | off=False
[72] ControlType.DataItem | name='Taadol.Views.PageItem' | id='' | en=True | off=False
[73] ControlType.Button | name='' | id='' | en=True | off=False
[74] ControlType.Button | name='' | id='' | en=True | off=False
[75] ControlType.Custom | name='' | id='PageSizeSelector' | en=True | off=False
[76] ControlType.Text | name='۱۵' | id='SelectedText' | en=True | off=False
[77] ControlType.Text | name='نمایش ۱ از ۱ مورد' | id='PageInfoText' | en=True | off=False
[78] ControlType.Custom | name='' | id='RowContextMenu' | en=True | off=False
[79] ControlType.Text | name='جمع بدهکار' | id='' | en=True | off=False
[80] ControlType.Text | name='۵,۰۳۰,۸۱۲,۰۰۰ ریال' | id='TotalDebitText' | en=True | off=False
[81] ControlType.Text | name='جمع بستانکار' | id='' | en=True | off=False
[82] ControlType.Text | name='۱۰,۴۹۹,۰۰۰ ریال' | id='TotalCreditText' | en=True | off=False
[83] ControlType.Text | name='جمع اشخاص انتخاب شده (۰)' | id='SelectedSummaryText' | en=True | off=False
[84] ControlType.Text | name='۰ ریال' | id='SelectedTotalText' | en=True | off=False
[85] ControlType.Button | name='' | id='BtnToggleSidebar' | en=True | off=False
[86] ControlType.Text | name='راهنما  F1' | id='' | en=True | off=False
[87] ControlType.Text | name='بروزرسانی  F5' | id='' | en=True | off=False
[88] ControlType.Text | name='انتخاب ردیف  F8' | id='' | en=True | off=False
[89] ControlType.Text | name='تمام صفحه  F11' | id='' | en=True | off=False
[90] ControlType.Text | name='ذخیره نام جدید  F12' | id='' | en=True | off=False
[91] ControlType.Text | name='شرکت های شما' | id='' | en=True | off=False
[92] ControlType.ComboBox | name='' | id='CompanySelector' | en=True | off=False
[93] ControlType.Edit | name='' | id='PART_EditableTextBox' | en=True | off=False
[94] ControlType.Button | name='' | id='' | en=True | off=False
[95] ControlType.Text | name='خروج از برنامه' | id='' | en=True | off=False
[96] ControlType.Text | name='کاربر شماره یک' | id='' | en=True | off=False
[97] ControlType.Text | name='حسابدار' | id='' | en=True | off=False
[98] ControlType.Custom | name='' | id='' | en=True | off=False
[99] ControlType.Text | name='ویرایش شخص با موفقیت انجام شد.' | id='MessageText' | en=True | off=False
[100] ControlType.Custom | name='' | id='Sidebar' | en=True | off=False
[101] ControlType.Text | name='نرم افزار حسابداری تعادل' | id='LogoText' | en=True | off=False
[102] ControlType.Custom | name='' | id='YearSelector' | en=True | off=False
[103] ControlType.Text | name='شعبه ۵۰۰‏ | سال ۱۴۰۳‏' | id='YearText' | en=True | off=False
[104] ControlType.Button | name='' | id='BtnToggleSidebar' | en=True | off=False
[105] ControlType.Pane | name='' | id='' | en=True | off=False
[106] ControlType.Button | name='' | id='BtnDashboard' | en=True | off=False
[107] ControlType.Button | name='' | id='BtnProducts' | en=True | off=False
[108] ControlType.Button | name='' | id='BtnPersons' | en=True | off=False
[109] ControlType.Button | name='لیست اشخاص' | id='' | en=True | off=False
[110] ControlType.Button | name='شخص جدید' | id='' | en=True | off=False
[111] ControlType.Button | name='' | id='BtnBusinessInfo' | en=True | off=False
[112] ControlType.Button | name='' | id='BtnWarehouse' | en=True | off=False
[113] ControlType.Button | name='' | id='BtnBank' | en=True | off=False
[114] ControlType.Button | name='' | id='BtnSales' | en=True | off=False
[115] ControlType.Button | name='' | id='BtnReports' | en=True | off=False
